Cust_RefID,Cust_FirstName,Cust_LastName,Cust_PhoneNo,Cust_EmailAddress,Cust_EmailDomain,Cust_StreetAddress,Cust_Zip,Cust_AddressCity,Cust_AddressState,Cust_AddressStateISO,Cust_AddressCountry,Cust_Acct_IBAN,Device_Manufacturer,Connection Type,UA_OS,ISP City,UserIP_Blacklist,TrueIP_Blacklist,VirtualMachineSession,Page activity time,Cust_EstablishedIP,UserSessionInputIP,UserTrueIP,ISP,Device_ID,UserAgent,FinalScore
3F154E72-9580-4E,Steven,Perry,+1-970-485-9570x81894,Steven_Perry@icloud.com,icloud.com,9667 Anderson Isle Suite 872,74756,New York,New York,NY,US,US20612650599162738790,Apple Inc.,Fixed Broadband (Fibre/Cable/DSL),Windows,Phoenix,0.0,0.6896622267037481,0,7763,166.26.226.252,23.115.21.18,25.174.57.6,Comcast,e07919833a54473495a612c2a0f0fcab,Mozilla/5.0 (Windows; 15) AppleWebKit/537.36,10
D6A931D9-4722-45,Chad,Fisher,+1-513-809-1661x28735,Chad_Fisher@hotmail.com,hotmail.com,86983 Matthews Harbor,82961,Phoenix,Arizona,AZ,US,US33371824176069570586,"Samsung Electronics Co., Ltd.",4G/5G,Windows,Philadelphia,0.6187797943784702,0.6892452670481477,0,9878,187.140.145.43,187.140.145.43,187.140.145.43,Cox Communications,8bfd2c7d3f2148a8b61258167c8e5ce5,Mozilla/5.0 (Windows; 15) AppleWebKit/537.36,7
C72DF8D3-5C11-40,Calvin,Anderson,001-989-858-9654x3257,Calvin_Anderson@icloud.com,icloud.com,412 Johnson Walks Apt. 432,19398,San Antonio,Texas,TX,US,US48302935326334154478,Huawei,4G/5G,iOS,San Antonio,0.0,0.0,0,261819,232.82.171.111,232.82.171.111,232.82.171.111,Verizon,48e3100a80af482cb6e2dd48b36f7479,Mozilla/5.0 (iOS; 13) AppleWebKit/537.36,100
B0AEE143-2EFB-48,Toni,Dunn,2927610860,Toni_Dunn@icloud.com,icloud.com,7715 Margaret Trace,24307,New York,New York,NY,US,US40886147863411510879,Dell Inc.,Fixed Broadband (Fibre/Cable/DSL),Android,Phoenix,0.4092160155555933,0.0,1,6926,171.12.118.179,148.108.205.61,85.113.156.124,Comcast,c07b0bb9441942b0a8a0b857beac9469,Mozilla/5.0 (Android; 14) AppleWebKit/537.36,0
7CF846AF-25B0-47,Alan,Johnson,+1-327-354-2120x2475,Alan_Johnson@outlook.com,outlook.com,51317 Jeff Island,62349,San Diego,California,CA,US,US63292459450546700737,"Samsung Electronics Co., Ltd.",Fixed Broadband (Fibre/Cable/DSL),MacOS,San Diego,0.0,0.0,0,31928,195.186.158.182,195.186.158.182,195.186.158.182,T-Mobile,7892c6cc0f1349d8974d81a922173088,Mozilla/5.0 (MacOS; 13) AppleWebKit/537.36,100
0C26D663-BC90-47,Keith,Lowe,316-470-9707x5017,Keith_Lowe@outlook.com,outlook.com,1654 Julie Harbor,92928,New York,New York,NY,US,US41249737948646359980,Apple Inc.,4G/5G,iOS,New York,0.0,0.0,0,193437,193.221.204.178,193.221.204.178,193.221.204.178,Cox Communications,cf8e9f8fa0994167ae5797badac1882f,Mozilla/5.0 (iOS; 13) AppleWebKit/537.36,95
3F7FEAF0-2408-46,Joshua,Medina,804.423.9899x32977,Joshua_Medina@gmail.com,gmail.com,21544 Bailey Village Suite 760,44877,Philadelphia,Pennsylvania,PA,US,US92188705177664168406,Google LLC,4G/5G,MacOS,Philadelphia,0.0,0.0,0,187665,3.240.135.208,3.240.135.208,3.240.135.208,Charter Spectrum,b755e33d328f448aa5567c77700cdde8,Mozilla/5.0 (MacOS; 13) AppleWebKit/537.36,100
A603AB2D-92CA-4A,Renee,Wilkins,736-232-7396x9950,Renee_Wilkins@icloud.com,icloud.com,58684 Richard Expressway Apt. 422,12488,San Diego,California,CA,US,US66790901860161416692,Google LLC,Satellite,Linux,San Jose,0.0,0.0,1,8020,103.31.197.45,103.31.197.45,103.31.197.45,Comcast,b0a0c9ef5f5f417a9713f910a3715e9b,Mozilla/5.0 (Linux; 10) AppleWebKit/537.36,49
0F6D73AB-DCB7-4F,Dean,Hodges,761.549.6305,Dean_Hodges@outlook.com,outlook.com,640 Alvarado Row,17676,San Jose,California,CA,US,US30502691108299021405,Google LLC,Mobile Broadband,MacOS,San Jose,0.0,0.0,0,183426,222.17.176.5,222.17.176.5,222.17.176.5,Verizon,ee10349b994d4a749276b076289fae7e,Mozilla/5.0 (MacOS; 12) AppleWebKit/537.36,95
46B267F2-55D6-4E,Stephanie,Mitchell,001-367-703-9063,Stephanie_Mitchell@yahoo.com,yahoo.com,6118 Derek Road,41998,Los Angeles,California,CA,US,US98740665900523651539,Huawei,4G/5G,MacOS,Los Angeles,0.0,0.0,0,54581,72.253.249.217,72.253.249.217,72.253.249.217,Cox Communications,35b76b0ca6a24e479cd65f9a31abb51f,Mozilla/5.0 (MacOS; 14) AppleWebKit/537.36,90
1D044D6D-07A8-47,Nicholas,Thompson,001-977-484-1883x642,Nicholas_Thompson@outlook.com,outlook.com,20853 Hawkins Rapids Apt. 827,20997,Chicago,Illinois,IL,US,US93940733585262851532,"Samsung Electronics Co., Ltd.",4G/5G,Android,New York,0.0,0.781350715866679,0,2671,8.72.103.210,29.167.34.185,150.157.233.157,AT&T,a24772780f0f4dfc871b0ffff0daada2,Mozilla/5.0 (Android; 11) AppleWebKit/537.36,21
E7ADD36F-B3AF-4C,Steven,Floyd,837-819-9541x9278,Steven_Floyd@hotmail.com,hotmail.com,64528 Ellison Shore Suite 265,25123,Houston,Texas,TX,US,US99613238135305243794,Apple Inc.,Satellite,Android,Philadelphia,0.0,0.0,1,1859,227.198.68.124,180.215.163.199,147.35.248.164,Verizon,59c6ffb3af644e4ab7da8580d05e4d51,Mozilla/5.0 (Android; 14) AppleWebKit/537.36,23
8D8EB1AF-616C-41,Matthew,Cunningham,863.944.6785x400,Matthew_Cunningham@protonmail.com,protonmail.com,97317 Anderson Run Suite 714,37216,Philadelphia,Pennsylvania,PA,US,US98618010560113854291,Apple Inc.,Satellite,MacOS,Philadelphia,0.0,0.0,0,294579,64.113.24.90,64.113.24.90,64.113.24.90,Charter Spectrum,603a507309f7426b85ca02d707c3adb3,Mozilla/5.0 (MacOS; 10) AppleWebKit/537.36,93
B2C1CF1F-2E71-45,Anthony,Vazquez,+1-363-313-5945,Anthony_Vazquez@outlook.com,outlook.com,50438 Henry Burgs Apt. 507,92566,New York,New York,NY,US,US95967643660832269854,Google LLC,Mobile Broadband,Windows,New York,0.0,0.0,0,257526,145.251.142.243,145.251.142.243,145.251.142.243,Verizon,966340526379480e94285ea936414ced,Mozilla/5.0 (Windows; 10) AppleWebKit/537.36,100
0F05A0D1-6F96-49,Cynthia,Watts,(507)325-2554,Cynthia_Watts@protonmail.com,protonmail.com,748 Clark Shoal Suite 822,17092,New York,New York,NY,US,US58176364180623062958,Lenovo,Fixed Broadband (Fibre/Cable/DSL),MacOS,New York,0.0,0.0,0,136634,85.103.58.125,85.103.58.125,85.103.58.125,Comcast,2d9968e1915e41e09dcfa7a781c04094,Mozilla/5.0 (MacOS; 13) AppleWebKit/537.36,100
17E1CA84-3AFB-44,Megan,Vasquez,001-836-789-9428x1825,Megan_Vasquez@gmail.com,gmail.com,492 Smith Drive Suite 375,81477,San Diego,California,CA,US,US38530582981796667287,Apple Inc.,Mobile Broadband,Linux,San Diego,0.0,0.0,0,280717,146.206.254.61,146.206.254.61,146.206.254.61,T-Mobile,fab225e4e35545f1ab1b40a830e12a94,Mozilla/5.0 (Linux; 12) AppleWebKit/537.36,92
B11F415B-4D4C-46,Daniel,Sullivan,726.248.3822,Daniel_Sullivan@yahoo.com,yahoo.com,8178 Wilkerson Parkway,51549,San Diego,California,CA,US,US62924855223086642007,Huawei,Fixed Broadband (Fibre/Cable/DSL),Android,San Diego,0.37639772415874395,0.0,0,1458,233.34.238.255,122.134.109.226,18.153.221.237,Charter Spectrum,3874f379d611469b95f2ca7025ede04d,Mozilla/5.0 (Android; 14) AppleWebKit/537.36,36
07BD1876-E27F-47,Karen,Phillips,+1-610-229-0919x5968,Karen_Phillips@gmail.com,gmail.com,74050 Martin Stream Suite 106,45421,Dallas,Texas,TX,US,US50050120786591037259,Huawei,Satellite,Android,Dallas,0.0,0.0,0,44594,37.76.76.35,37.76.76.35,37.76.76.35,Charter Spectrum,9e80fe6c1b114330ba318267e1f017ab,Mozilla/5.0 (Android; 10) AppleWebKit/537.36,100
555B0F89-E0F0-49,James,Russo,001-677-423-2436x0962,James_Russo@outlook.com,outlook.com,1761 Evans Freeway Apt. 350,92277,Houston,Texas,TX,US,US46747953669369031140,Apple Inc.,Satellite,MacOS,New York,0.0,0.8136698948697438,1,125,199.154.162.3,232.82.102.19,86.16.112.165,Verizon,a7d7d4ed68a24870bce978900dbdc794,Mozilla/5.0 (MacOS; 12) AppleWebKit/537.36,6
67FC9D2A-BE74-4A,Christopher,Guerra,422.995.1895x8967,Christopher_Guerra@protonmail.com,protonmail.com,37010 Donna Bridge,34230,Phoenix,Arizona,AZ,US,US76304521640952993001,Google LLC,Mobile Broadband,Android,Phoenix,0.0,0.0,0,201836,2.227.90.35,2.227.90.35,2.227.90.35,Cox Communications,462900b65603456f996cddddab58aec5,Mozilla/5.0 (Android; 14) AppleWebKit/537.36,100
2F581432-27D3-41,Christine,Hood,811-782-9813,Christine_Hood@hotmail.com,hotmail.com,2682 Price Port Suite 417,66859,Chicago,Illinois,IL,US,US76124213862263589393,Google LLC,Mobile Broadband,Windows,San Jose,0.33333701923093184,0.7881056825233792,1,5466,31.115.76.65,31.115.76.65,31.115.76.65,Charter Spectrum,a274c6b51c054302b962647456defb85,Mozilla/5.0 (Windows; 15) AppleWebKit/537.36,0
4CBD3583-0D94-46,Stephanie,Hill,+1-642-746-6659,Stephanie_Hill@yahoo.com,yahoo.com,3136 Charles Skyway,30240,Chicago,Illinois,IL,US,US28172554137723040456,Apple Inc.,4G/5G,MacOS,Chicago,0.0,0.0,0,240236,3.78.48.126,3.78.48.126,3.78.48.126,Verizon,fb889507c5be41b0abdf9633d7dc8fd0,Mozilla/5.0 (MacOS; 14) AppleWebKit/537.36,100
FB44ED92-CCBC-43,Joshua,Carroll,6262618473,Joshua_Carroll@gmail.com,gmail.com,25863 Wanda Branch Suite 886,10566,New York,New York,NY,US,US13969812440722727519,Apple Inc.,Satellite,Linux,New York,0.0,0.0,0,298768,59.66.23.23,59.66.23.23,59.66.23.23,Comcast,7633b7fdd7a845a0939aa6ec9c2fd92e,Mozilla/5.0 (Linux; 14) AppleWebKit/537.36,100
0BA18EF1-2E42-4C,Michael,Edwards,+1-741-741-5951x8764,Michael_Edwards@outlook.com,outlook.com,87207 Conner Valleys Apt. 705,64651,Houston,Texas,TX,US,US28300563297953159242,Dell Inc.,4G/5G,iOS,Los Angeles,0.0,0.9624233895592652,1,3522,166.207.4.55,235.13.95.220,179.239.51.40,Verizon,442bb7f69c5745c687c427167a924f03,Mozilla/5.0 (iOS; 10) AppleWebKit/537.36,0
0931C2D8-28D1-40,Shelia,Fischer,776.548.1543,Shelia_Fischer@outlook.com,outlook.com,02342 Brown River,75114,San Antonio,Texas,TX,US,US28140149617794321596,"Samsung Electronics Co., Ltd.",Fixed Broadband (Fibre/Cable/DSL),Windows,San Antonio,0.614385214014262,0.49207439381598594,0,8910,75.183.223.223,75.183.223.223,75.183.223.223,AT&T,b457261675d54842a46b07c4bf33f352,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,13
D0715DE3-99D2-4A,Valerie,West,615-261-8016,Valerie_West@gmail.com,gmail.com,39025 Hanson Plain Apt. 066,88819,San Jose,California,CA,US,US63837482250363073753,Apple Inc.,Fixed Broadband (Fibre/Cable/DSL),Windows,San Jose,0.0,0.0,0,147762,157.44.252.208,157.44.252.208,157.44.252.208,Charter Spectrum,5adf8de48c034ef19806736ba6842dd2,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,95
C5380BF0-3C6C-4F,Brian,Merritt,+1-806-250-5432x06651,Brian_Merritt@gmail.com,gmail.com,0289 Scott Rapid Suite 344,34920,Phoenix,Arizona,AZ,US,US31518480828255875316,Dell Inc.,Satellite,Windows,Phoenix,0.0,0.0,0,70593,148.15.19.13,148.15.19.13,148.15.19.13,AT&T,47974260042648d4a7432125fceaf362,Mozilla/5.0 (Windows; 13) AppleWebKit/537.36,94
BA6D0F9B-B7F9-42,Karen,Davis,001-274-201-0025x8796,Karen_Davis@yahoo.com,yahoo.com,4617 Murray Center Apt. 191,79696,Phoenix,Arizona,AZ,US,US25654239978382360827,Google LLC,Fixed Broadband (Fibre/Cable/DSL),iOS,San Antonio,0.5190952390771788,0.7217446255705846,0,7824,83.159.237.70,82.199.31.66,240.233.57.76,AT&T,00d6c482cc854614852719c8bdfc337c,Mozilla/5.0 (iOS; 12) AppleWebKit/537.36,0
B09E4A12-CFC6-48,Alexander,Scott,001-332-932-0791x94451,Alexander_Scott@gmail.com,gmail.com,0379 Singleton Parkway Apt. 021,18775,Philadelphia,Pennsylvania,PA,US,US14742605987035813355,Apple Inc.,Mobile Broadband,Linux,Philadelphia,0.0,0.0,0,167756,10.189.234.226,10.189.234.226,10.189.234.226,AT&T,79cf61edec6b40f9aa80cacaa0219505,Mozilla/5.0 (Linux; 14) AppleWebKit/537.36,98
B6A66454-71AF-41,Nathan,Smith,(597)891-2425x4963,Nathan_Smith@protonmail.com,protonmail.com,5925 Wolf Freeway,65527,Los Angeles,California,CA,US,US76535449941266801903,Google LLC,4G/5G,iOS,Los Angeles,0.0,0.0,0,209122,103.144.53.179,103.144.53.179,103.144.53.179,Comcast,af995f0dd6bd48a5bd2722b2f0a1232f,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,99
5AF398AC-6DF7-43,Aaron,Cline,6108285813,Aaron_Cline@hotmail.com,hotmail.com,0265 Blake Row Apt. 046,84309,Philadelphia,Pennsylvania,PA,US,US20144747008138543634,Dell Inc.,4G/5G,Windows,Los Angeles,0.7863432662622736,0.048759825358632436,0,2894,156.140.131.86,181.171.77.68,132.192.3.191,Comcast,6b9cf69b5d26457b959db33228df4e20,Mozilla/5.0 (Windows; 15) AppleWebKit/537.36,0
125D6A62-7738-48,Frederick,Le,+1-679-253-6780x224,Frederick_Le@outlook.com,outlook.com,12297 Robertson Shoals,86474,Dallas,Texas,TX,US,US14233015005651476056,Lenovo,4G/5G,MacOS,Chicago,0.6251237233859683,0.0,1,9378,14.56.174.138,111.44.138.245,119.250.122.179,Cox Communications,ea0d5e7e2fca4682bd8aff2cf0cf2cfa,Mozilla/5.0 (MacOS; 13) AppleWebKit/537.36,0
3057A32E-9293-45,John,Roberts,(572)825-8577x170,John_Roberts@outlook.com,outlook.com,354 Mason Drive Apt. 422,36077,Phoenix,Arizona,AZ,US,US32297488004153203804,Apple Inc.,4G/5G,iOS,Phoenix,0.0,0.0,0,171853,149.155.120.164,149.155.120.164,149.155.120.164,Comcast,f88a65c2f0804e7dacb1bfea0eb40f99,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,98
F87970FF-C18D-46,Michael,Choi,312.425.0201x5706,Michael_Choi@outlook.com,outlook.com,286 Hoffman Fall Suite 310,30532,San Diego,California,CA,US,US94449198406250685005,Huawei,4G/5G,MacOS,San Diego,0.0,0.0,0,255796,174.52.143.4,174.52.143.4,174.52.143.4,Verizon,f100c3a623f24e7c8f188115219b7fcc,Mozilla/5.0 (MacOS; 12) AppleWebKit/537.36,90
3CDE318B-84F1-4D,Cody,Barber,(539)258-7243x5578,Cody_Barber@icloud.com,icloud.com,3861 John Plains,71748,Philadelphia,Pennsylvania,PA,US,US97259080524464386643,Lenovo,Mobile Broadband,Windows,Philadelphia,0.0,0.0,0,81059,156.44.244.16,156.44.244.16,156.44.244.16,T-Mobile,e3006aaaeda84e4181b37e249497dc17,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,96
34CF4B93-BC51-4A,Kimberly,Lee,(594)650-9290x582,Kimberly_Lee@protonmail.com,protonmail.com,2893 Morrow Stravenue Apt. 475,25224,San Diego,California,CA,US,US47192598710059435235,Huawei,Satellite,Linux,San Diego,0.0,0.0,0,160756,110.26.201.240,110.26.201.240,110.26.201.240,T-Mobile,7184a5602f9e48bab667169a2f6dd408,Mozilla/5.0 (Linux; 12) AppleWebKit/537.36,100
52AB69E9-CD0C-41,Pamela,Garcia,(200)840-2273,Pamela_Garcia@icloud.com,icloud.com,12162 Bryant Rue Apt. 300,61798,Los Angeles,California,CA,US,US16289358794424231492,Google LLC,Satellite,Linux,Houston,0.9641097949559366,0.8046298157956567,1,7833,13.73.128.161,65.211.206.44,113.61.178.210,Charter Spectrum,a95428eef2d04cf9aa05a812254c25e4,Mozilla/5.0 (Linux; 12) AppleWebKit/537.36,0
1EA71A4E-E8D5-42,Jacqueline,Brown,(615)945-9884,Jacqueline_Brown@yahoo.com,yahoo.com,0258 Samantha Meadow,27301,San Diego,California,CA,US,US79908382954086040522,Lenovo,Fixed Broadband (Fibre/Cable/DSL),Windows,Philadelphia,0.769500674866483,0.8394700872899511,1,2423,104.129.63.139,223.106.243.109,239.86.232.201,Cox Communications,0021f78323e5425899e651cfad5737ad,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,0
7388F6F9-D808-48,Nicholas,Fleming,6023854881,Nicholas_Fleming@protonmail.com,protonmail.com,801 Todd Extensions,24664,San Jose,California,CA,US,US75179789789020100580,Huawei,Satellite,Android,San Jose,0.0,0.0,0,63212,58.116.220.137,58.116.220.137,58.116.220.137,Verizon,b36996c461314d039f7b12e874991ec6,Mozilla/5.0 (Android; 11) AppleWebKit/537.36,91
CE4B50DC-70A8-43,Daniel,Austin,(523)841-7729,Daniel_Austin@hotmail.com,hotmail.com,0296 Bonnie Spring,14577,San Diego,California,CA,US,US13329926748050760889,Apple Inc.,Fixed Broadband (Fibre/Cable/DSL),Windows,San Diego,0.0,0.0,0,228588,253.53.2.191,253.53.2.191,253.53.2.191,Verizon,2f74afef064944c8a8da6b0843ddcbdf,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,100
624F881D-1E70-42,Jesse,Wiley,+1-420-356-6051x632,Jesse_Wiley@hotmail.com,hotmail.com,1155 Watson Circles Apt. 114,38850,San Diego,California,CA,US,US32794746158518220237,"Samsung Electronics Co., Ltd.",Fixed Broadband (Fibre/Cable/DSL),Android,San Diego,0.0,0.0,0,85755,250.64.156.184,250.64.156.184,250.64.156.184,Cox Communications,ed889425f634440fa9d9cfe9753fc9e4,Mozilla/5.0 (Android; 14) AppleWebKit/537.36,100
C6F4B36D-056F-43,Virginia,Ramirez,902.579.8119x3458,Virginia_Ramirez@icloud.com,icloud.com,3341 Michelle Street,77939,Los Angeles,California,CA,US,US87071035258366830683,"Samsung Electronics Co., Ltd.",Mobile Broadband,iOS,Los Angeles,0.0,0.0,0,102883,162.182.180.65,162.182.180.65,162.182.180.65,Cox Communications,cfa4c95a3f7d4cf8b70fbee7ecbc5152,Mozilla/5.0 (iOS; 10) AppleWebKit/537.36,100
4445D15B-6FB0-49,Nicole,Diaz,001-413-378-0180x33630,Nicole_Diaz@gmail.com,gmail.com,30340 Clark Summit,52638,San Diego,California,CA,US,US23452528340510704346,Huawei,Mobile Broadband,Windows,San Diego,0.0,0.0,0,55930,229.36.54.186,229.36.54.186,229.36.54.186,AT&T,59dd17ce39e6472ab8fdbd47a9398f66,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,100
AFA201CD-5076-41,Alexander,Mcdaniel,001-309-248-3158x595,Alexander_Mcdaniel@hotmail.com,hotmail.com,62417 Moran Road Apt. 342,17589,Philadelphia,Pennsylvania,PA,US,US65479503002966164336,Apple Inc.,Mobile Broadband,MacOS,Philadelphia,0.0,0.0,0,115635,163.173.126.222,163.173.126.222,163.173.126.222,Comcast,2f2e4cbc30614cd69f0135521f4df3ce,Mozilla/5.0 (MacOS; 12) AppleWebKit/537.36,100
3ADFE35A-C922-47,Ashley,Fowler,3318212075,Ashley_Fowler@protonmail.com,protonmail.com,053 Wheeler Harbor,76661,Houston,Texas,TX,US,US39680859732158886323,Lenovo,Mobile Broadband,Android,Houston,0.0,0.0,0,171619,32.209.222.81,32.209.222.81,32.209.222.81,Verizon,066ff0c39bcf4bff80180783292faccb,Mozilla/5.0 (Android; 13) AppleWebKit/537.36,90
64B77CF7-0D0C-4F,Linda,Young,001-978-701-3265x2585,Linda_Young@outlook.com,outlook.com,42173 Harrington Forks Suite 056,41895,Dallas,Texas,TX,US,US69569572688899819601,Lenovo,Fixed Broadband (Fibre/Cable/DSL),Android,Dallas,0.0,0.0,0,225823,110.142.24.122,110.142.24.122,110.142.24.122,T-Mobile,3383183622c946959159880ff4aa39b7,Mozilla/5.0 (Android; 10) AppleWebKit/537.36,98
2F80D498-8D12-47,Christine,Bradshaw,+1-658-246-7640x570,Christine_Bradshaw@protonmail.com,protonmail.com,8500 Wood Isle,46581,Los Angeles,California,CA,US,US36942255562835862598,Dell Inc.,Satellite,Linux,Los Angeles,0.0,0.0,0,37765,165.75.132.45,165.75.132.45,165.75.132.45,T-Mobile,17bcf53c364e420fa58beb10bef33f57,Mozilla/5.0 (Linux; 10) AppleWebKit/537.36,100
FF323FCE-5A48-49,Christopher,Anderson,310-500-4289,Christopher_Anderson@yahoo.com,yahoo.com,8436 Jocelyn Alley Suite 172,22927,New York,New York,NY,US,US39141599285707460949,Huawei,Fixed Broadband (Fibre/Cable/DSL),Android,New York,0.0,0.0,0,150882,237.114.182.145,237.114.182.145,237.114.182.145,Comcast,3b2a0de26d964f61b0693ecec1dd538f,Mozilla/5.0 (Android; 13) AppleWebKit/537.36,100
97DD0752-8419-47,Laura,Castro,818-869-2947x9218,Laura_Castro@yahoo.com,yahoo.com,3165 Humphrey Forge,81897,San Antonio,Texas,TX,US,US29835377955088176282,"Samsung Electronics Co., Ltd.",Mobile Broadband,Windows,Houston,0.3926556183243689,0.5743865479859787,0,6040,178.138.157.254,241.36.130.146,223.68.171.127,Charter Spectrum,477ac22759bd44898d2d7aa55f77e098,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,0
91322CD7-3CEE-44,Eric,Harding,001-341-971-2957x5538,Eric_Harding@icloud.com,icloud.com,348 Lauren Flat,50590,Houston,Texas,TX,US,US44320286551680094665,Google LLC,Mobile Broadband,iOS,Houston,0.0,0.0,0,189140,5.238.75.99,5.238.75.99,5.238.75.99,AT&T,31bfcdaa34c44d9da9b098bc91eec3e5,Mozilla/5.0 (iOS; 14) AppleWebKit/537.36,99
6B12D5CB-41EE-4D,Nancy,Daniels,001-976-607-8139x05160,Nancy_Daniels@protonmail.com,protonmail.com,79500 Fletcher Run Suite 227,27400,Los Angeles,California,CA,US,US26672651839271421165,Dell Inc.,Satellite,Windows,Los Angeles,0.0,0.0,0,66492,188.188.226.189,188.188.226.189,188.188.226.189,Charter Spectrum,eece9866b810437ab4a31c40a0048452,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,100
649BD596-D379-41,Jonathan,Walker,643-735-2513x02588,Jonathan_Walker@yahoo.com,yahoo.com,997 Connie Corners,87338,Dallas,Texas,TX,US,US95847744269896927389,Google LLC,4G/5G,Linux,Dallas,0.0,0.0,0,273205,10.174.20.98,10.174.20.98,10.174.20.98,Charter Spectrum,d6464f56a5af493db6cdf1b3597862f9,Mozilla/5.0 (Linux; 14) AppleWebKit/537.36,100
F6C059A2-D4B7-4D,Eugene,Roberts,477.859.5578x5783,Eugene_Roberts@outlook.com,outlook.com,923 Jonathan Mission Apt. 826,57255,San Jose,California,CA,US,US73817017612072258437,Apple Inc.,Fixed Broadband (Fibre/Cable/DSL),Linux,San Jose,0.0,0.0,0,133444,96.172.73.85,96.172.73.85,96.172.73.85,AT&T,8e7c05a03e7b4f35802c73204bc0e1fe,Mozilla/5.0 (Linux; 13) AppleWebKit/537.36,96
EB08D8A3-127D-4C,William,Nichols,586-683-7405x93045,William_Nichols@protonmail.com,protonmail.com,66212 Watson Pike Apt. 555,76027,Chicago,Illinois,IL,US,US61016698361048752934,Google LLC,Satellite,MacOS,Chicago,0.0,0.0,0,97734,171.28.251.189,171.28.251.189,171.28.251.189,T-Mobile,97e4022f2a734b8b87b2f87c50b3f959,Mozilla/5.0 (MacOS; 11) AppleWebKit/537.36,100
5CCD9428-7851-43,Christian,Ramirez,+1-346-916-8106,Christian_Ramirez@protonmail.com,protonmail.com,7782 Russell Run,63668,Los Angeles,California,CA,US,US41590671058352396645,Lenovo,Satellite,Linux,Phoenix,0.235631227346479,0.30636501776476166,1,6834,144.13.236.104,86.60.161.201,28.109.75.35,T-Mobile,e045d92296ce42d8a3fdbd950f68ab7d,Mozilla/5.0 (Linux; 14) AppleWebKit/537.36,0
67AC5C70-6DE6-41,Jennifer,Mahoney,001-942-907-0414,Jennifer_Mahoney@gmail.com,gmail.com,146 Darrell Manors,82768,Chicago,Illinois,IL,US,US99739443690573020392,Huawei,Satellite,iOS,Chicago,0.0,0.0,0,174796,220.130.76.121,220.130.76.121,220.130.76.121,Charter Spectrum,f3414a17529f4dfa8ac6db3137de6de8,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,100
66674884-ECFC-4B,Richard,Patterson,+1-395-308-4535x2130,Richard_Patterson@outlook.com,outlook.com,43997 Ashley Ranch,68514,Phoenix,Arizona,AZ,US,US54170917863851304453,Apple Inc.,Mobile Broadband,MacOS,Phoenix,0.0,0.0,0,260439,252.90.28.218,252.90.28.218,252.90.28.218,Charter Spectrum,9bdc99b405d040b89474a9325ae21592,Mozilla/5.0 (MacOS; 10) AppleWebKit/537.36,99
403CC804-58D1-47,Sarah,Nelson,363.500.2371x0847,Sarah_Nelson@protonmail.com,protonmail.com,0522 Kevin Spurs Suite 674,20995,San Jose,California,CA,US,US76851668146181422734,Huawei,Mobile Broadband,Windows,San Jose,0.0,0.0,0,276667,57.220.200.189,57.220.200.189,57.220.200.189,AT&T,05b58d13e251487185162d5b27864328,Mozilla/5.0 (Windows; 15) AppleWebKit/537.36,92
E6AA9204-3CAF-47,Sheryl,Mccarthy,734.645.3297,Sheryl_Mccarthy@outlook.com,outlook.com,4018 Christopher Island,12501,San Jose,California,CA,US,US93490290968870244204,"Samsung Electronics Co., Ltd.",4G/5G,iOS,San Jose,0.0,0.8241351400255607,1,5018,167.156.44.112,8.40.231.146,4.60.215.53,Comcast,cc03746f70114515b481afe7818a4d74,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,12
576FF081-14A1-47,Anthony,Pruitt,(602)755-4240x63054,Anthony_Pruitt@hotmail.com,hotmail.com,7997 Hicks Bypass Apt. 754,59081,New York,New York,NY,US,US96530312537005024373,Apple Inc.,4G/5G,Android,New York,0.0,0.0,0,209972,177.199.173.172,177.199.173.172,177.199.173.172,Cox Communications,86a907c6498a4b5082b33b9d81ca1149,Mozilla/5.0 (Android; 11) AppleWebKit/537.36,92
8F28E269-00B2-4D,Tracy,Martin,001-366-216-1931,Tracy_Martin@icloud.com,icloud.com,2475 Joyce Port,96637,Houston,Texas,TX,US,US50897843885624762663,Apple Inc.,4G/5G,Windows,Houston,0.6185466548886657,0.6208168936401615,0,2105,213.76.44.243,213.76.44.243,213.76.44.243,Charter Spectrum,ab98b509e4d94763beab023e0e0e2f1a,Mozilla/5.0 (Windows; 10) AppleWebKit/537.36,11
CB5291D2-7C09-42,Chad,Morse,+1-649-929-1751x1946,Chad_Morse@icloud.com,icloud.com,2459 Jeffery Port Apt. 883,77033,Houston,Texas,TX,US,US19384125044765995185,Lenovo,Mobile Broadband,Android,Philadelphia,0.31020613431655764,0.40562247709962973,1,4497,98.180.229.200,98.180.229.200,98.180.229.200,T-Mobile,82ec18dd433144d6ac10c647df45b1d4,Mozilla/5.0 (Android; 12) AppleWebKit/537.36,0
