Cust_RefID,Cust_FirstName,Cust_LastName,Cust_PhoneNo,Cust_EmailAddress,Cust_EmailDomain,Cust_StreetAddress,Cust_Zip,Cust_AddressCity,Cust_AddressState,Cust_AddressStateISO,Cust_AddressCountry,Cust_Acct_IBAN,Cust_EstablishedIP,UserSessionInputIP,UserTrueIP,UserIP_Blacklist,TrueIP_Blacklist,True IP City,Device_ID,Device_Manufacturer,VirtualMachineSession,ISP,ISP City,Connection Type,UserAgent,UA_OS,Page activity time,FinalScore
122A9108W67769FS,Macon,Norman,1-931-263-8570,Macon.Norman@aim.com,aim.com,"P.O. Box 532, 7452 Nec St.",96554,Gulfport,Mississippi,MS,US,US7712542423920059,18.9.72.174,18.9.72.174,18.9.72.174,,,Gulfport,8bf4afa8a1c778d4615b9c0f9cba1b3e,,,Foundation for California Community Colleges,Gulfport,Mobile Broadband,Mozilla/5.0 (Windows NT 6.0; Win64; x64) Gecko/20100101 Firefox/47.0,Linux,297000,87
584G4600J48388WP,Yasir,Potts,1-359-377-9063,Yasir_Potts@aim.com,aim.com,"P.O. Box 938, 1645 Etiam St.",22248,Kansas City,Missouri,MO,US,US4722474691507166828514,189.196.78.224,189.196.78.224,189.196.78.224,,,Kansas City,50c05370aa674c8fcea34f4f6895e29f,HTC Corporation,,Conexon Connect LLC,Kansas City,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; Android 5.0.2; HTC 80:number1-2w Build/JSS15J) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/49.0.1821.182 Mobile Safari/603.7",mobile,277000,89
449A1134U42261AT,Vernon,Jefferson,1-634-348-2207,Vernon_Jefferson@tutanota.com,tutanota.com,Ap #947-714 Dolor St.,52203,Henderson,New York,NY,US,US757244782754422828,119.181.131.238,119.181.131.238,119.181.131.238,,,Henderson,e5b03924ba199d35d41f6cbd474df31f,Apple Inc.,,Andrena,Henderson,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPod; CPU iPod OS 9_5_9; like Mac OS X) AppleWebKit/600.48 (KHTML, like Gecko) Chrome/49.0.3383.198 Mobile Safari/600.1",mobile,254000,91
215W5681J29818AA,Colton,Shannon,1-483-661-1406,Colton_Shannon@yandex.com,yandex.com,658-4931 Tincidunt Road,33181,Owensboro,Kentucky,KY,US,US9419562758623928165,95.140.36.116,95.140.36.116,95.140.36.116,,,Owensboro,3022de66b614ffc13ea1a842eef51df9,,,"Sage Telecom Communications, LLC",Owensboro,Mobile Broadband,"Mozilla/5.0 (Windows; Windows NT 10.0; x64) AppleWebKit/603.10 (KHTML, like Gecko) Chrome/55.0.2246.181 Safari/536",chrome,338000,86
715S3693Q22996SU,Henry,Hicks,1-143-768-6651,HenryHicks@mail.com,mail.com,Ap #674-1467 Mollis Road,84164,Columbia,Connecticut,CT,US,US7550277948298266863745531,32.245.214.157,32.245.214.157,32.245.214.157,,,Columbia,e2ddbfbb2fd0d30c1b1d9a9a06596666,,,Dish Wireless LLC,Columbia,Mobile Broadband,Mozilla/5.0 (Linux; U; Linux i573 x86_64) Gecko/20100101 Firefox/69.8,windows,270000,83
696G2076T26438SK,Berk,Battle,1-758-843-3229,Berk5706@yandex.com,yandex.com,Ap #197-5322 Nulla Ave,66521,West Valley City,Utah,UT,US,US899984698213518228,239.170.189.158,239.170.189.158,239.170.189.158,,,West Valley City,8f69ee24e12ef76fd67a96a27bc68b4b,,,Cellco Partnership,West Valley City,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,Mozilla / 5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 10.3; Trident / 4.0),windows,57000,94
662C4404R22791MU,Jenna,Woodward,1-241-665-1125,Jenna_Woodward@yandex.com,yandex.com,Ap #653-4776 Laoreet Rd.,43163,Essex,Massachusetts,MA,US,US7774659703986561354526,150.209.197.202,150.209.197.202,150.209.197.202,,,Essex,09f0d7c63723b4e70676f59c00fae63a,Google Inc./Others,,Westfield Gas + Electric,Essex,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 7.1; Pixel C Build/NRD90M) AppleWebKit/602.30 (KHTML, like Gecko) Chrome/53.0.3867.274 Mobile Safari/602.6",android,260000,99
161D1913R36003ET,Alfreda,Delacruz,1-152-264-1711,Alfreda8332@aol.com,aol.com,2001 Luctus Avenue,97615,Nashville,North Carolina,NC,US,US8352831574590192813218657,188.167.227.118,188.167.227.118,188.167.227.118,,,Nashville,eff93763c40ebc65975e0c80a1e7a88b,Apple Inc.,,"NfinityLink Communications, Inc",Nashville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/48.0.3390.124 Safari/603",mac,127000,85
861N4660M53741XN,Ryan,Kelly,1-492-688-9726,Ryan6929@outlook.com,outlook.com,Ap #358-6910 Suspendisse St.,82151,Rock Springs,Wisconsin,WI,US,US8781206363888421720373086,41.173.153.182,41.173.153.182,41.173.153.182,,,Rock Springs,d1d8ff7d10f8143aa9c55c14fe1a38c4,"Samsung Electronics Co., Ltd.",,"Matrix Telecom, LLC",Rock Springs,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; Android 5.1; SAMSUNG SM-G93508 Build/LMY47X) AppleWebKit/600.26 (KHTML, like Gecko) Chrome/52.0.1055.375 Mobile Safari/536.8",mobile,240000,87
335N7834N30928PT,Henry,Donovan,1-915-757-8674,Henry.Donovan@hotmail.com,hotmail.com,209-6862 Mi Rd.,99955,Allentown,New Jersey,NJ,US,US58837403498351872381,213.0.145.64,213.0.145.64,213.0.145.64,,,Allentown,5c8e986379349aa3aad6c837ade01fc0,Apple Inc.,,Xchange Telecom LLC,Allentown,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_0_0) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/50.0.1298.101 Safari/535",chrome,335000,81
289S3793T39280UK,Kasimir,Gilmore,1-716-797-2482,Kasimir4602@zoho.com,zoho.com,Ap #907-4110 Nec Av.,29638,Dover,Massachusetts,MA,US,US43717114953450500662456927,2.137.185.158,2.137.185.158,2.137.185.158,,,Dover,b09b1ed5db3b301b8a013bd098d069b2,Apple Inc.,,Westfield Gas + Electric,Dover,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_9) Gecko/20100101 Firefox/59.9,Linux,287000,83
403D9279R53797AZ,Kaseem,Gilbert,1-721-421-8846,KaseemGilbert@hotmail.com,hotmail.com,"P.O. Box 581, 6136 Et Ave",58446,Little Rock,South Carolina,SC,US,US1363172736274399759836,153.101.47.197,153.101.47.197,153.101.47.197,,,Little Rock,7fefea80d0b9cf6eda853e6e3f4459eb,,,human-I-T,Little Rock,Mobile Broadband,Mozilla/5.0 (Windows; U; Windows NT 10.5; Win64; x64; en-US) Gecko/20100101 Firefox/58.2,Linux,334000,95
909U8018A71269HZ,Maite,Sexton,1-881-188-7129,MaiteSexton@aim.com,aim.com,Ap #927-3086 Sed St.,66341,South Portland,Maine,ME,US,US6807644415605338862,110.117.72.35,110.117.72.35,110.117.72.35,,,South Portland,f49dd9e7e46f5d4e7804adbc95e12ac5,Apple Inc.,,"Atlantic Broadband Finance, LLC",South Portland,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 8_7_6; like Mac OS X) AppleWebKit/533.38 (KHTML, like Gecko) Chrome/50.0.3868.152 Mobile Safari/533.4",iphone,232000,80
249I7003Y69787GM,Quon,Lambert,1-628-834-4738,QuonLambert@aim.com,aim.com,Ap #398-9857 Ridiculus Av.,33855,Gulfport,Mississippi,MS,US,US30QMIZ91676179696373727868515,115.169.253.143,115.169.253.143,115.169.253.143,,,Gulfport,caa209cc990fe776fe6321ca907e438a,HTC Corporation,,Foundation for California Community Colleges,Gulfport,Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 6.0; HTC One_M8 Pro Build/MRA58K) AppleWebKit/534.11 (KHTML, like Gecko) Chrome/51.0.3795.348 Mobile Safari/600.8",mobile,64000,95
664K3358G35007VW,Yuli,Serrano,1-752-817-3360,YuliSerrano@outlook.com,outlook.com,Ap #429-1977 Pede. St.,56854,Montpelier,Vermont,VT,US,US58722676139533846364,222.9.53.119,222.9.53.119,222.9.53.119,,,Montpelier,fe6641e8ae4cdf8cbbde24c428f481fe,Apple Inc.,,Shoreham Telephone LLC,Montpelier,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_6; like Mac OS X) AppleWebKit/536.15 (KHTML, like Gecko) Chrome/52.0.2693.292 Mobile Safari/537.2",iphone,120000,94
118L8204M62518JB,Duncan,Wong,1-652-472-1530,Duncan8325@aol.com,aol.com,228-6498 Tincidunt St.,77858,Chesapeake,Virginia,VA,US,US41TUPW106714138971588,74.20.0.156,74.20.0.156,74.20.0.156,,,Chesapeake,734f4cdd9d31c4c70ed1274a577c4816,Generic,,Data Stream Broadband,Chesapeake,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 4.4; IQ4502 Quad Build/KOT49H) AppleWebKit/600.20 (KHTML, like Gecko) Chrome/47.0.1945.106 Mobile Safari/600.3",android,161000,88
451N4334E68775QN,Oprah,Sherman,1-442-759-7893,Oprah.Sherman@pm.com,pm.com,"P.O. Box 366, 1381 Orci, Rd.",49606,South Bend,Indiana,IN,US,US17TKDP6246796812,72.33.72.88,72.33.72.88,72.33.72.88,,,South Bend,1b7b04a4aaa6fadf1d0ac1f73fe4fed4,Google Inc./Others,,Ridge Wireless LLC,South Bend,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Android; Android 7.1.1; Pixel XL Build/NME91E) AppleWebKit/600.7 (KHTML, like Gecko) Chrome/51.0.2591.265 Mobile Safari/536.8",android,196000,87
314B2762I79933XH,Nevada,Benton,1-387-408-2590,NevadaBenton@aim.com,aim.com,Ap #764-3441 Orci Ave,96724,Covington,Pennsylvania,PA,US,US4521982824640954289281271,249.198.224.1,249.198.224.1,249.198.224.1,,,Covington,545d306d9cffbf8a9fd06cbd2c3afa9e,Apple Inc.,,New Cingular Wireless LLC,Covington,Mobile Broadband,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/602.45 (KHTML, like Gecko) Chrome/53.0.2613.226 Safari/537",chrome,249000,93
203Q6893D37531EV,Lavinia,Blevins,1-479-742-2166,LaviniaBlevins@zoho.com,zoho.com,670-5112 Sodales. Av.,66302,Dallas,Pennsylvania,PA,US,US125837452266349756135,167.115.20.108,167.115.20.108,167.115.20.108,,,Dallas,95fced0ed6f3561f1191f9beeba2601b,,,New Cingular Wireless LLC,Dallas,Mobile Broadband,Mozilla / 5.0 (compatible; MSIE 7.0; Windows; Windows NT 10.2; x64; en-US Trident / 4.0),windows,131000,84
503U1956O80398LE,Lee,Rutledge,1-458-806-0516,Lee3673@titan.email,titan.email,681-7700 Lacinia Rd.,23466,Fayetteville,New York,NY,US,US20853234128273029103754,22.124.218.230,22.124.218.230,22.124.218.230,,,Fayetteville,57f7c823ca43a23ce40b8df8f037f275,HTC Corporation,,Andrena,Fayetteville,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Linux; U; Android 6.0; HTC OneS dual sim Build/MRA58K) AppleWebKit/536.24 (KHTML, like Gecko) Chrome/48.0.3013.396 Mobile Safari/534.5",mobile,340000,86
307H9663Y16773IM,Jayme,Nguyen,1-446-815-5956,JaymeNguyen@protonmail.com,protonmail.com,Ap #179-689 Eu Road,26338,Boise,Idaho,ID,US,US3565721430563035661016,86.200.163.135,86.200.163.135,86.200.163.135,,,Boise,68dcb5c2a4ed6eab1e7a62c8623b4e8b,,,AT&T Mobility LLC,Boise,Mobile Broadband,"Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64) AppleWebKit/602.34 (KHTML, like Gecko) Chrome/52.0.1200.160 Safari/536",chrome,87000,98
348E3940C31397ZU,Grant,Cohen,1-137-247-2872,Cohen6016@zoho.com,zoho.com,2677 Vestibulum. Ave,85721,Southaven,Mississippi,MS,US,US0661372638175855688515,159.203.225.233,159.203.225.233,159.203.225.233,,,Southaven,78dc17df7303a78992ccaf93715d3f35,"Samsung Electronics Co., Ltd.",,Foundation for California Community Colleges,Southaven,Mobile Broadband,"Mozilla/5.0 (Linux; U; Android 5.1.1; SM-G928F Build/LMY47X) AppleWebKit/536.41 (KHTML, like Gecko) Chrome/49.0.2875.366 Mobile Safari/601.3",android,190000,98
805Y9212Z17567UB,Gabriel,Donovan,1-220-680-5114,Gabriel_Donovan@titan.email,titan.email,5144 Ligula Road,66573,Fayetteville,New York,NY,US,US2277248326344359817,19.238.172.189,19.238.172.189,19.238.172.189,,,Fayetteville,10317a652f889608742fe342aeb7fa96,,,Andrena,Fayetteville,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 6.1; x64) Gecko/20100101 Firefox/60.7,Linux,271000,92
942W2988R54318XA,Katell,Juarez,1-393-327-2288,Juarez5399@protonmail.com,protonmail.com,Ap #205-6969 Nam Rd.,31510,Indianapolis,Indiana,IN,US,US7782417216076429,198.117.235.49,198.117.235.49,198.117.235.49,,,Indianapolis,5042d2d5eaa747fe1231a40ecfe64ff0,Apple Inc.,,Ridge Wireless LLC,Indianapolis,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_5; en-US) AppleWebKit/600.41 (KHTML, like Gecko) Chrome/49.0.1183.290 Safari/603",windows,316000,94
757E1596N18850WL,Iris,Martinez,1-132-502-6513,Iris_Martinez@tutanota.com,tutanota.com,Ap #226-6953 Curae Road,33948,South Bend,Indiana,IN,US,US20VZTF13157822727159,111.32.232.142,111.32.232.142,111.32.232.142,,,South Bend,95a4a522c36d5e38247e09a99693531d,Apple Inc.,,Ridge Wireless LLC,South Bend,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_5; en-US) AppleWebKit/601.10 (KHTML, like Gecko) Chrome/47.0.1776.108 Safari/601",mac,110000,91
812X6067T80719PY,Macy,Donaldson,1-278-760-6637,MacyDonaldson@pm.com,pm.com,386-7360 Viverra. Ave,72246,Laramie,Wyoming,WY,US,US8374274209378938,137.214.130.19,137.214.130.19,137.214.130.19,,,Laramie,ac8948e799c796823ed9199cecc0cf61,,,"Hughes Network Systems, LLC",Laramie,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; Windows NT 6.0; x64; en-US) AppleWebKit/602.19 (KHTML, like Gecko) Chrome/55.0.1364.362 Safari/601",mac,77000,98
262Y1640D64991BS,Shaeleigh,Blackburn,1-728-780-4141,ShaeleighBlackburn@zoho.com,zoho.com,Ap #914-5516 Pede. Ave,84100,Henderson,New York,NY,US,US141969267128186458,104.54.17.180,104.54.17.180,104.54.17.180,,,Henderson,8f86aeee2d9421bd67fc52d4ec6d88a4,,,Andrena,Henderson,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows NT 6.0; x64; en-US) Gecko/20100101 Firefox/53.4,windows,130000,99
148A1980B24907EX,Lee,Hudson,1-212-585-0681,Lee_Hudson@outlook.com,outlook.com,492-6098 Enim Street,84218,Little Rock,South Carolina,SC,US,US9811491177834566442880,195.120.248.45,195.120.248.45,195.120.248.45,,,Little Rock,f8d4f8dae777d8d76bf04e5971922a27,Apple Inc.,,human-I-T,Little Rock,Mobile Broadband,"Mozilla/5.0 (iPad; CPU iPad OS 11_9_9 like Mac OS X) AppleWebKit/534.23 (KHTML, like Gecko) Chrome/55.0.1321.363 Mobile Safari/600.7",mobile,284000,90
787M8371N14628FK,Megan,Bass,1-889-531-9474,Bass5066@icloud.com,icloud.com,Ap #932-5261 Hendrerit Road,71541,Virginia Beach,Virginia,VA,US,US9567867181933642172,185.196.238.13,185.196.238.13,185.196.238.13,,,Virginia Beach,e35f437588e8bbe5ec39a3033019d5d7,Apple Inc.,,Data Stream Broadband,Virginia Beach,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_3; like Mac OS X) AppleWebKit/601.37 (KHTML, like Gecko) Chrome/52.0.1118.108 Mobile Safari/535.1",iphone,320000,89
358X9123M34029MC,Solomon,Dillard,1-938-175-3787,SolomonDillard@protonmail.com,protonmail.com,Ap #265-1239 Duis Rd.,99649,West Jordan,Utah,UT,US,US4326521252602258145592,227.102.2.180,227.102.2.180,227.102.2.180,,,West Jordan,40bbeecab9fbf3328039f091cf0b8598,Apple Inc.,,Cellco Partnership,West Jordan,Fixed Broadband (Fibre/Cable/DSL) or Mobile Broadband,"Mozilla/5.0 (iPod; CPU iPod OS 10_7_2; like Mac OS X) AppleWebKit/535.13 (KHTML, like Gecko) Chrome/51.0.1676.306 Mobile Safari/601.1",mobile,312000,92
537U4647H72734XE,Winifred,Stevenson,1-823-742-8903,Stevenson1534@icloud.com,icloud.com,659-7863 Conubia Rd.,43242,Laramie,Wyoming,WY,US,US860443787364187871,0.17.135.181,0.17.135.181,0.17.135.181,,,Laramie,b1cd2946835668b7a86afe98475e34d0,Apple Inc.,,"Hughes Network Systems, LLC",Laramie,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_6; like Mac OS X) AppleWebKit/603.10 (KHTML, like Gecko) Chrome/49.0.2836.363 Mobile Safari/535.8",iphone,347000,81
544K2217U78613KO,Hoyt,Alford,1-454-275-3722,Hoyt.Alford@aim.com,aim.com,3241 Vivamus Street,21389,Memphis,New York,NY,US,US379755431624216432552,26.79.150.89,26.79.150.89,26.79.150.89,,,Memphis,1ced6cc5e1c6e75ce8df0222610ef164,,,Andrena,Memphis,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Linux i645 ; en-US) Gecko/20130401 Firefox/72.9,mac,280000,82
840W1163N50393WN,Fatima,Williams,1-874-785-7667,Fatima1304@outlook.com,outlook.com,396-5217 Ante Av.,79522,Phoenix,New York,NY,US,US1331062854101657958054,170.247.177.185,170.247.177.185,170.247.177.185,,,Phoenix,e4b056f0b28e7d29d1a54255111ef954,,,Andrena,Phoenix,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 6.2; WOW64; en-US) Gecko/20100101 Firefox/51.1,Linux,123000,89
824X9998Q57084PV,Isabella,Hahn,1-943-384-4527,Hahn4356@yandex.com,yandex.com,543-3902 At Rd.,37561,Tuscaloosa,Alabama,AL,US,US65285725115137759560982294,146.114.139.75,146.114.139.75,146.114.139.75,,,Tuscaloosa,ca8af8fcf32772d29074a976e5cc86d4,Apple Inc.,,Frontier Communications Corporation,Tuscaloosa,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPod; CPU iPod OS 10_1_2; like Mac OS X) AppleWebKit/602.49 (KHTML, like Gecko) Chrome/50.0.3961.356 Mobile Safari/535.1",mobile,74000,99
402S9624T86989CB,Angelica,Lee,1-466-417-7400,Angelica_Lee@hubspot.com,hubspot.com,757-8626 Arcu. Street,77668,Phoenix,New York,NY,US,US46OBXR58749656617923,117.24.9.242,117.24.9.242,117.24.9.242,,,Phoenix,0d700a8ab645d2c315ebaa52729bf854,,,Andrena,Phoenix,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (U; Linux i674 ) Gecko/20100101 Firefox/53.2,windows,270000,99
352F6397R73400RC,Cyrus,Mayer,1-268-534-6094,Cyrus377@gmail.com,gmail.com,"P.O. Box 996, 590 Ac, Street",47724,Springfield,Massachusetts,MA,US,US9542767345725213198134,152.225.168.210,152.225.168.210,152.225.168.210,,,Springfield,42a3f1254f900b1a15135ace60038fe4,,,Westfield Gas + Electric,Springfield,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows; Windows NT 6.0;) Gecko/20130401 Firefox/70.2,Linux,135000,80
620Q4428B49598CZ,Jonas,Navarro,1-449-212-8798,Jonas_Navarro@zoho.com,zoho.com,381-6575 Egestas Rd.,76561,Worcester,Massachusetts,MA,US,US7849734492513,9.151.118.255,9.151.118.255,9.151.118.255,,,Worcester,56ac1cad125705558a53b62a166fe807,Apple Inc.,,Westfield Gas + Electric,Worcester,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4) Gecko/20100101 Firefox/61.1,mac,346000,98
516E3471E93606PO,Rigel,Barlow,1-501-774-7554,Rigel3828@protonmail.com,protonmail.com,"370-2782 Tellus, Street",44515,Seattle,Washington,WA,US,US25816184289881162217497621,25.192.95.199,25.192.95.199,25.192.95.199,,,Seattle,a9d7bb9d2789e218eb82a6017d3f9305,,,Computer Link Northwest LLC,Seattle,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Windows NT 6.1;; en-US) Gecko/20130401 Firefox/54.4,Linux,217000,98
402Q4421B31829CG,Judah,Cote,1-969-625-7834,Judah6353@zoho.com,zoho.com,865-9554 Pede St.,77528,Savannah,New York,NY,US,US2631520175684590442884,121.12.82.118,121.12.82.118,121.12.82.118,,,Savannah,3e4093c3c1f581caf5152a91f6f5b9dd,Apple Inc.,,Andrena,Savannah,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (Macintosh; Intel Mac OS X 8_6_2; en-US) Gecko/20100101 Firefox/70.5,Linux,294000,93
123J1571T94323RO,Baxter,Campos,1-565-813-9859,Campos3107@yahoo.com,yahoo.com,703-9142 Cum St.,34445,Kapolei,Hawaii,HI,US,US12521168467206354271553731,50.254.39.238,50.254.39.238,50.254.39.238,,,Kapolei,dd5a913a2dfb0dad3287e5266e9600cf,,,Dish Wireless LLC,Kapolei,Mobile Broadband,Mozilla / 5.0 (compatible; MSIE 7.0; Windows; Windows NT 10.4; Trident / 4.0),windows,344000,80
265W3829R84492LH,Ezra,Mays,1-745-456-9564,Ezra3694@hotmail.com,hotmail.com,668-1372 Posuere St.,72321,Grand Island,New York,NY,US,US4672636115653720901912,13.123.128.247,13.123.128.247,13.123.128.247,,,Grand Island,cc0bc7e54c25bac1117514b356d84081,Apple Inc.,,Andrena,Grand Island,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 11_6_6; like Mac OS X) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/50.0.1588.287 Mobile Safari/533.7",iphone,93000,88
760T3392C73049WF,Melyssa,Henderson,1-646-125-4717,Melyssa2757@yahoo.com,yahoo.com,570-2237 Tristique Av.,78614,Rutland,Massachusetts,MA,US,US9387574740582622924842308,148.253.87.82,148.253.87.82,148.253.87.82,,,Rutland,944163f581b760721f4cd2bd8d34fb3d,Apple Inc.,,Westfield Gas + Electric,Rutland,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_4; like Mac OS X) AppleWebKit/601.43 (KHTML, like Gecko) Chrome/53.0.1062.351 Mobile Safari/533.5",iphone,263000,84
598W2002E85686DN,Meredith,Ortiz,1-570-407-5232,Meredith.Ortiz@aim.com,aim.com,474-4465 Eget Av.,62025,Atlanta,New York,NY,US,US134433211179423518,197.226.73.39,197.226.73.39,197.226.73.39,,,Atlanta,45bd79e6fe9180c83501f38c07d6179a,Apple Inc.,,Andrena,Atlanta,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_6; like Mac OS X) AppleWebKit/535.5 (KHTML, like Gecko) Chrome/54.0.3500.188 Mobile Safari/534.0",iphone,131000,81
177D4810C60910GJ,Rooney,Wooten,1-910-577-4017,Rooney.Wooten@gmail.com,gmail.com,"Ap #311-3409 Congue, St.",41652,Rutland,Massachusetts,MA,US,US04DPXN4297647734,146.138.193.45,146.138.193.45,146.138.193.45,,,Rutland,b6a14a509f43d1a45a9f9bdabd693e9b,,,Westfield Gas + Electric,Rutland,Fixed Broadband (Fibre/Cable/DSL),Mozilla/5.0 (U; Linux x86_64) Gecko/20100101 Firefox/65.6,Linux,281000,95
601W1865G94232MK,Amir,Gallegos,1-734-263-5122,Gallegos2087@outlook.com,outlook.com,209-3673 Non St.,27168,Columbia,Connecticut,CT,US,US700618485368743968514774,4.177.71.200,4.177.71.200,4.177.71.200,,,Columbia,3a22dd1a635f4e10fb41430b611898a5,,,Dish Wireless LLC,Columbia,Mobile Broadband,"Mozilla/5.0 (Windows NT 6.2; Win64; x64; en-US) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/52.0.3278.173 Safari/535",chrome,259000,82
318D4857U40154IA,Christen,Maldonado,1-440-668-2570,Christen.Maldonado@yandex.com,yandex.com,818-7459 Ut Street,98486,Colorado Springs,Colorado,CO,US,US9394475292531408462678253057,48.175.250.90,48.175.250.90,48.175.250.90,,,Colorado Springs,dc17fcc0008caa9b3cc4ced3c9ca0851,,,DMEA Utilities Services LLC,Colorado Springs,Fixed Broadband (Fibre/Cable/DSL),Mozilla / 5.0 (compatible; MSIE 9.0; Windows NT 6.0; x64; en-US Trident / 5.0),windows,236000,81
822H1725J84733TN,Orlando,Wyatt,1-733-938-5681,Orlando.Wyatt@outlook.com,outlook.com,Ap #283-3689 Congue. Rd.,57807,Evansville,Indiana,IN,US,US146532586376639011,75.215.141.118,75.215.141.118,75.215.141.118,,,Evansville,37171242951bed693d84f9dfcf1b8ba5,,,Ridge Wireless LLC,Evansville,Fixed Broadband (Fibre/Cable/DSL),Mozilla / 5.0 (compatible; MSIE 10.0; Windows NT 10.5; Win64; x64; en-US Trident / 6.0),windows,233000,92
407X2506C14581VN,Jael,Garner,1-733-616-9787,Jael_Garner@pm.com,pm.com,"269-3297 Elementum, Avenue",36436,Nampa,Idaho,ID,US,US80273757997169576365684433,120.243.204.103,120.243.204.103,120.243.204.103,,,Nampa,3c97972705acf935236c38326f24c8a1,LG Electronics Inc.,,AT&T Mobility LLC,Nampa,Mobile Broadband,"Mozilla/5.0 (Android; Android 4.4; LG-D957 Build/KOT49H) AppleWebKit/537.5 (KHTML, like Gecko) Chrome/53.0.3499.231 Mobile Safari/601.3",mobile,185000,92
591Q3441A84861WB,Venus,Odom,1-153-254-5927,Odom3439@hubspot.com,hubspot.com,292-8436 Egestas Ave,87317,Fort Wayne,Indiana,IN,US,US7865299730054154625223,193.109.100.204,193.109.100.204,193.109.100.204,,,Fort Wayne,1b365d7bd6779fcfe6539bb5c6082e84,Apple Inc.,,Ridge Wireless LLC,Fort Wayne,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (iPhone; CPU iPhone OS 9_8_9; like Mac OS X) AppleWebKit/600.27 (KHTML, like Gecko) Chrome/48.0.1797.191 Mobile Safari/535.8",iphone,126000,81
313R5202J37658FD,Elaine,Rowland,1-641-873-1264,Elaine_Rowland@pm.com,pm.com,8225 Rutrum Road,77861,Newport News,Virginia,VA,US,US71354149581525352547245622,5.215.77.159,5.215.77.159,5.215.77.159,,,Newport News,c15a090c5e9f201af1e79d5ce6d9d97e,,,Data Stream Broadband,Newport News,Fixed Broadband (Fibre/Cable/DSL),"Mozilla/5.0 (Windows; U; Windows NT 6.3; x64) AppleWebKit/536.9 (KHTML, like Gecko) Chrome/47.0.2822.130 Safari/533",chrome,335000,89
